Crash Type,Report Made?,Date / Time,Case Number,District,Crash Location,Lanes Of Traffic,Signal Present?,Speed Limit Of Road (MPH),Road Type,Synopsis,Ticket/Arrest?,Citation To,Pedestrian Age,Pedestrian Gender,Pedestrian City Of Residence,Pedestrian Zip Code,Biker Age,Biker Gender,Biker City of Residence,Biker Zip Code,Driver Age,Driver Gender,Driver City Of Residence,Driver Zip Code,Injury to Pedestrian?,Level of Injury to Pedestrian,Pedestrian to Hospital?,Injury to Biker?,Level of Injury to Biker,Biker to Hospital?,Crash Lat/Long Location,Count,District Council - Map,Council Ward
Bike,No,07/20/2016 11:09:00 PM,16-145169,Eastern District,Maryland Ave E & Clarence St,4,Yes,30,County - State Aid Highway,,No,None,,,,,25,Male,St. Paul,55106,,Unknown,Unknown,Unknown,,,,No,None,No,"(44.977542, -93.04313)",1,14,1
Pedestrian,No,07/22/2016 12:02:00 PM,16-146137,Eastern District,White Bear Ave N & Suburban,4,Yes,30,County - State Aid Highway,,No,None,,Unknown,Unknown,Unknown,,,,,,Unknown,Unknown,Unknown,No,None,No,,,,"(44.949685, -93.025222)",1,16,2
Pedestrian,No,07/24/2016 11:27:00 AM,16-147483,Western District,University Ave W & Hamline Ave N,4,Yes,30,County - State Aid Highway,,No,None,,Unknown,Unknown,Unknown,,,,,,Unknown,Unknown,Unknown,No,None,No,,,,"(44.955637, -93.156821)",1,17,7
Bike,Yes,07/24/2016 09:17:00 PM,16-147807,Central District,Stryker Ave & Morton St,2,No,30,City Street,,No,None,,,,,47,Female,St. Paul,55107,,Unknown,Unknown,Unknown,,,,Yes,Suspected Minor Injury,Yes,"(44.92544, -93.088049)",1,7,5
Pedestrian,Yes,07/26/2016 11:20:00 PM,16-149230,Central District,7th St E & Lafayette,5,No,30,State - Trunk Highway,,No,None,20,Male,St. Paul,55119,,,,,77,Male,South St. Paul,55075,Yes,Suspected Minor Injury,Yes,,,,"(44.953435, -93.083284)",1,15,5
Bike,Yes,07/27/2016 06:08:00 AM,16-149344,Western District,Como Ave & Eustis St,4,Yes,30,City Street,,Yes,Driver,,,,,30,Male,St. Paul,55104,40,Male,Minneapolis,55411,,,,Yes,Suspected Minor Injury,Yes,"(44.987081, -93.202461)",1,1,4
Bike,Yes,07/28/2016 08:43:00 AM,16-149982,Western District,Maynard Dr & Stewart,2,No,30,City Street,,No,None,,,,,29,Female,St. Paul,55116,82,Male,Roseville,55113,,,,Yes,Suspected Minor Injury,No,"(44.89947, -93.167897)",1,6,6
Bike,Yes,07/30/2016 02:10:00 PM,16-151551,Western District,Como Ave & Lexington Pkwy N,3,Yes,30,County - State Aid Highway,,Yes,Driver,,,,,21,Female,St. Paul,55104,32,Female,St. Louis Park,55416,,,,No,None,No,"(44.977436, -93.146635)",1,2,3
Bike,Yes,07/31/2016 12:14:00 AM,16-151964,Central District,Wabasha St N & Kellogg Bd,5,Yes,30,City Street,,No,None,,,,,52,Male,St. Paul,55103,21,Female,Coon Rapids,55448,,,,Yes,Suspected Minor Injury,Yes,"(44.943921, -93.092786)",1,12,5
Bike,Yes,08/01/2016 11:15:00 AM,16-152851,Central District,4th St E & Robert Street,4,Yes,30,State - Trunk Highway,,No,None,,,,,29,Male,St. Paul,55101,55,Female,Excelsior,55331,,,,Yes,Suspected Minor Injury,Yes,"(44.946606, -93.090035)",1,12,5
Bike,Yes,08/02/2016 05:19:00 PM,16-153938,Western District,Dale St N & Summit Ave,2,Yes,30,Municipal Aid Street,,Yes,Driver,,,,,,Unknown,Unknown,Unknown,26,Male,St. Paul,55102,,,,No,None,No,"(44.941316, -93.126203)",1,8,5
Bike,Yes,08/03/2016 01:10:00 PM,16-154783,Western District,Minnehaha Ave W & Snelling Ave N,2,Yes,30,Municipal Aid Street,,Yes,Biker,,,,,16,Male,St. Paul,55106,23,Female,St. Paul,55104,,,,Yes,Possible Injury,Yes,"(44.962877, -93.166982)",1,4,4
Pedestrian,Yes,08/03/2016 01:49:00 PM,16-154821,Central District,Smith St N & Chestnut St,1,No,10,Alley,,No,None,68,Male,St. Paul,55101,,,,,50,Female,Rosemount,55068,Yes,Possible Injury,Yes,,,,"(44.944212, -93.105335)",1,11,5
Bike,Yes,08/03/2016 04:32:00 PM,16-154935,Western District,Marshall Ave & Finn St N,3,No,30,County - State Aid Highway,,Yes,Driver,,,,,31,Male,Minneapolis,55401,63,Male,Minneapolis,55407,,,,Yes,Possible Injury,No,"(44.948374, -93.189895)",1,17,4
Bike,Yes,08/04/2016 09:05:00 PM,16-155865,Western District,Aurora Ave & Western Ave,2,No,30,City Street,,No,None,,,,,28,Male,St. Paul,55068,34,Male,St. Paul,55117,,,,No,None,No,"(44.954886, -93.116117)",1,9,7
Pedestrian,Yes,08/05/2016 08:29:00 AM,16-156157,Eastern District,7th St E & Hope Street,4,Yes,30,State - Trunk Highway,,No,None,39,Female,St. Paul,55101,,,,,,Unknown,Unknown,Unknown,Yes,Possible Injury,Yes,,,,"(44.960775, -93.06823)",1,15,2
Bike,Yes,08/05/2016 07:51:00 PM,16-156520,Western District,University Ave W & Western Ave N,4,Yes,30,County - State Aid Highway,,No,None,,,,,26,Male,St. Paul,55106,20,Male,Inver Grove Heights,55076,,,,Yes,Suspected Minor Injury,Yes,"(44.955701, -93.11613)",1,9,7
Bike,Yes,08/07/2016 05:17:00 PM,16-157847,Western District,University Ave W & Aldine St,6,Yes,30,County - State Aid Highway,,No,None,,,,,16,Male,St. Paul,55104,49,Female,Columbus,55025,,,,Yes,Possible Injury,Yes,"(44.955592, -93.172087)",1,17,4
Pedestrian,No,03/17/2016 08:10:00 PM,16-051958,Western District,Dale St N & University Ave W,,,,,,No,None,,Unknown,Unknown,Unknown,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,"(44.955649, -93.126216)",1,9,7
Bike,Yes,08/07/2016 08:18:00 PM,16-157960,Central District,I35E Fwy & Maryland Ave,3,Yes,30,State - Trunk Highway,,Yes,Driver,,,,,26,Male,St. Paul,55130,23,Male,St. Paul,55130,,,,Yes,Suspected Minor Injury,Yes,"(44.977046, -93.088764)",1,3,3
Bike,Yes,08/08/2016 07:13:00 AM,16-158207,Western District,Cretin Ave S & Ford Pkwy,5,Yes,30,County - State Aid Highway,,Yes,Driver,,,,,28,Male,St. Paul,55116,32,Male,Minneapolis,55411,,,,Yes,Suspected Minor Injury,Yes,"(44.917861, -93.192482)",1,6,6
Pedestrian,Yes,08/08/2016 11:19:00 AM,16-158346,Western District,Snelling Ave N & Hewitt Ave,4,Yes,30,State - Trunk Highway,,Yes,Driver,70,Female,St. Paul,55104,,,,,48,Male,Vadnais Heights,55127,Yes,Suspected Minor Injury,Yes,,,,"(44.966451, -93.167127)",1,4,4
Pedestrian,Yes,08/08/2016 09:26:00 PM,16-158710,Western District,Snelling Ave N & University Ave W,4,Yes,30,State - Trunk Highway,,No,None,18,Female,St. Paul,55104,,,,,,Unknown,Unknown,Unknown,Yes,Suspected Minor Injury,No,,,,"(44.956039, -93.167378)",1,4,4
Pedestrian,Yes,08/12/2016 06:26:00 PM,16-161664,Western District,Central Ave W & Chatsworth St,2,No,30,City Street,,No,None,,Unknown,Unknown,Unknown,,,,,,Unknown,Unknown,Unknown,Unknown,Suspected Minor Injury,Yes,,,,"(44.952867, -93.140588)",1,9,7
Pedestrian,Yes,08/13/2016 02:16:00 AM,16-161964,Central District,305 Exchange Street,Private,No,10,Private Parking Lot,,No,None,81,Female,St. Paul,55102,,,,,,Unknown,Unknown,Unknown,Yes,Possible Injury,No,,,,"(44.940585, -93.105287)",1,11,5
Pedestrian,Yes,08/14/2016 04:47:00 PM,16-163052,Eastern District,1280 Arcade Street,Private,No,10,Private Parking Lot,,No,None,2,Female,White Bear Lake,55110,,,,,54,Female,white bear lake,55110,Yes,Suspected Serious Injury,Yes,,,,"(44.979943, -93.065542)",1,13,1
Bike,Yes,08/15/2016 02:00:00 PM,16-163682,Western District,Snelling Ave S & St. Clair Av,5,Yes,30,State - Trunk Highway,,Yes,Driver,,,,,15,Male,St. Paul,55105,47,Male,St. Paul,55105,,,,Yes,Suspected Minor Injury,No,"(44.934254, -93.167026)",1,5,6
Bike,Yes,08/15/2016 08:41:00 PM,16-163954,Eastern District,Herbert St & Maryland Ave E,4,No,30,County - State Aid Highway,,No,None,,,,,16,Female,St. Paul,55106,53,Male,St. Paul,55119,,,,Yes,Suspected Minor Injury,Yes,"(44.977331, -93.031447)",1,14,1
Pedestrian,Yes,08/16/2016 02:00:00 PM,16-164699,Western District,Lexington Pkwy & Marshall Ave,4,Yes,30,County - State Aid Highway,,No,None,15,Female,St. Paul,55104,,,,,25,Male,Unknown,Unknown,Yes,Possible Injury,No,,,,"(44.948543, -93.146561)",1,9,7
Pedestrian,Yes,08/16/2016 04:53:00 PM,16-164552,Eastern District,Payne Ave & Whitall,3,No,30,Municipal Aid Street,,No,None,41,Female,White Bear Lake,55110,,,,,,Unknown,Unknown,Unknown,Yes,Possible Injury,No,,,,"(44.966633, -93.073565)",1,13,1
Pedestrian,Yes,08/16/2016 05:25:00 PM,16-164565,Central District,Sibley St & Kellogg,5,Yes,30,Municipal Aid Street,,No,None,70,Female,Spring Lake Park,55384,,,,,52,Male,St. Paul,55101,No,None,No,,,,"(44.947141, -93.086673)",1,12,5
Bike,Yes,08/17/2016 06:26:00 PM,16-165408,Western District,Raymond Ave & Hampden,2,No,30,County - State Aid Highway,,No,None,,,,,26,Male,Maple Plain,55359,36,Female,St. Paul,55103,,,,No,None,No,"(44.969354, -93.197797)",1,1,4
Bike,Yes,08/18/2016 12:26:00 PM,16-165962,Western District,Marshall Ave & Syndicate St N,2,No,30,County - State Aid Highway,,No,None,,,,,14,Female,St. Paul,55105,57,Male,St. Paul,55102,,,,Yes,Suspected Serious Injury,Yes,"(44.948526, -93.154264)",1,17,7
Pedestrian,Yes,08/18/2016 01:38:00 PM,16-165999,Western District,Lexington Pkwy N & Concordia,4,Yes,30,Municipal Aid Street,,Yes,Driver,57,Male,St. Paul,55104,,,,,19,Female,Hastings,55033,Yes,Possible Injury,Yes,,,,"(44.95128, -93.146756)",1,17,7
Pedestrian,Yes,08/18/2016 03:36:00 PM,16-166934,Western District,Dale St N & University Ave W,6,Yes,30,County - State Aid Highway,,No,None,17,Female,St. Paul,55104,,,,,23,Male,St. Paul,55106,Yes,Possible Injury,No,,,,"(44.955649, -93.126216)",1,9,7
Bike,No,08/19/2016 08:46:00 AM,16-166577,Western District,Raymond Ave & Priscilla St,2,No,30,Alley,,Yes,Driver,,,,,33,Male,Falcon Heights,55108,43,Female,St. Paul,55108,,,,Yes,Possible Injury,No,"(44.976571, -93.190874)",1,1,4
Pedestrian,Yes,08/19/2016 03:36:00 PM,16-036627,Transit,University Ave W & Prior,4,Yes,30,County - State Aid Highway,,No,None,67,Male,St. Paul,55104,,,,,37,Male,St. Paul,55117,Yes,Suspected Serious Injury,Yes,,,,"(44.957754, -93.182289)",1,17,4
Pedestrian,Yes,08/19/2016 06:16:00 PM,16-166939,Western District,Dale St N & Summit Ave,2,Yes,30,County - State Aid Highway,,Yes,Driver,69,Male,St. Paul,55102,,,,,34,Male,Austin,55912,No,None,No,,,,"(44.941316, -93.126203)",1,8,5
Bike,Yes,08/21/2016 04:38:00 PM,16-168243,Eastern District,Edgerton St & Jessamine,2,No,30,County - State Aid Highway,,No,None,,,,,16,Male,Little Canada,55117,21,Female,St. Paul,55106,,,,Yes,Suspected Minor Injury,Yes,"(44.974716, -93.07608)",1,13,1
Pedestrian,Yes,08/21/2016 10:27:00 PM,16-168456,Western District,University Ave W & Snelling,6,Yes,30,County - State Aid Highway,,Yes,Pedestrian,46,Male,Minneapolis,55406,,,,,69,Male,St. Paul,55104,Yes,Suspected Serious Injury,Yes,,,,"(44.955599, -93.166911)",1,17,7
Bike,Yes,08/22/2016 07:36:00 AM,16-168622,Western District,Kent St & Summit,2,No,30,Municipal Aid Street,,Yes,Driver,,,,,47,Male,St. Paul,55104,31,Male,St. Paul,55108,,,,Yes,Suspected Minor Injury,Yes,"(44.94132, -93.123656)",1,8,5
Pedestrian,Yes,08/22/2016 04:18:00 PM,16-168917,Eastern District,Maryland Ave E & Prosperity,3,Yes,30,County - State Aid Highway,,No,None,19,Female,St. Paul,55106,,,,,55,Female,Cottage Grove,55016,Yes,Suspected Minor Injury,Yes,,,,"(44.977533, -93.040412)",1,14,1
Bike,Yes,08/24/2016 04:54:00 PM,16-170539,Eastern District,6 St E & Maple St,2,No,30,Municipal Aid Street,,Yes,Driver,,,,,25,Female,Maplewood,55109,60,Male,Oakdale,55128,,,,Yes,Suspected Minor Injury,Yes,"(44.958619, -93.069124)",1,15,2
Pedestrian,Yes,08/24/2016 06:23:00 PM,16-170612,Eastern District,Greenbrier St & York St,2,No,30,City Street,,No,None,23,Female,St. Paul,55106,,,,,,Unknown,Unknown,Unknown,Yes,Suspected Minor Injury,Yes,,,,"(44.968461, -93.071028)",1,13,1
Pedestrian,Yes,08/25/2016 05:16:00 PM,16-171455,Western District,Snelling Ave N & St. Anthony,8,Yes,30,State - Trunk Highway,,No,None,55,Male,St. Paul,55104,,,,,60,Male,Inver Grove Heights,55076,Yes,Possible Injury,Yes,,,,"(44.952084, -93.166939)",1,17,7
Pedestrian,Yes,08/27/2016 04:17:00 PM,16-173075,Eastern District,Edgerton St & Sims,2,No,30,County - State Aid Highway,,No,None,9,Male,St. Paul,55106,,,,,62,Female,St. Paul,55130,Yes,Suspected Minor Injury,Yes,,,,"(44.969329, -93.076084)",1,13,3
Bike,Yes,08/28/2016 12:12:00 PM,16-173737,Eastern District,Earl St & Margaret St,2,No,30,Municipal Aid Street,,No,None,,,,,37,Male,St. Paul,55101,54,Male,Woodbury,55125,,,,Yes,Possible Injury,No,"(44.961264, -93.055847)",1,15,2
Bike,Yes,08/28/2016 01:21:00 PM,16-173770,Eastern District,Case Ave & Johnson Pkwy,2,No,30,County - State Aid Highway,,No,None,,,,,14,Male,St. Paul,55106,60,Female,St. Paul,55106,,,,No,None,No,"(44.968956, -93.044999)",1,15,1
Pedestrian,Yes,08/29/2016 03:47:00 PM,16-174606,Eastern District,Maryland Ave E & Weide,2,No,30,City Street,,Yes,Driver,40,Female,St. Paul,55106,,,,,36,Male,St. Paul,55106,Yes,Suspected Minor Injury,Yes,,,,"(44.977506, -93.067599)",1,13,1
Pedestrian,Yes,09/01/2016 05:29:00 PM,16-177405,Western District,Dale St N & University Ave W,6,Yes,30,County - State Aid Highway,,No,None,36,Female,St. Paul,55106,,,,,47,Female,St. Paul,55104,Yes,Suspected Serious Injury,Yes,,,,"(44.955649, -93.126216)",1,9,7
Bike,Yes,09/03/2016 12:34:00 AM,16-178670,Western District,Dunlap St N & University Ave W,4,No,30,County - State Aid Highway,,No,None,,,,,29,Male,St. Paul,55106,41,Male,St. Paul,55104,,,,No,None,No,"(44.95565, -93.149167)",1,17,7
Bike,Yes,09/04/2016 04:00:00 PM,16-179810,Western District,Ashland Ave & Fairview,2,No,30,Municipal Aid Street,,Yes,Driver,,,,,14,Male,St. Paul,55114,62,Male,St. Paul,55104,,,,Yes,Possible Injury,No,"(44.943973, -93.177181)",1,17,4
Bike,Yes,09/09/2016 07:35:00 AM,16-183238,Western District,Jefferson Ave & Milton St,2,No,30,Municipal Aid Street,,Yes,Driver,,,,,30,Female,St. Paul,55102,27,Female,Hastings,55033,,,,Yes,Suspected Minor Injury,No,"(44.930608, -93.13897)",1,11,5
Pedestrian,Yes,09/09/2016 08:51:00 AM,16-183287,Eastern District,Arlington Ave E & Payne Ave,2,No,30,Municipal Aid Street,,No,None,7,Female,St. Paul,55106,,,,,57,Female,St. Paul,55104,Yes,Suspected Minor Injury,Yes,,,,"(44.984668, -93.07363)",1,13,1
Bike,Yes,09/09/2016 07:42:00 PM,16-183743,Transit,University Ave W & Franklin,5,Yes,30,County - State Aid Highway,,No,None,,,,,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,Yes,Suspected Minor Injury,No,"(44.964615, -93.199467)",1,1,4
Bike,Yes,09/14/2016 08:02:00 AM,16-187232,Western District,University Ave W & Grotto St N,2,Yes,30,City Street,,Yes,Driver,,,,,19,Female,St. Paul,55104,22,Female,"Lakewood, CO",80228,,,,Yes,Suspected Minor Injury,Yes,"(44.955652, -93.131416)",1,9,7
Bike,Yes,09/15/2016 11:49:00 AM,16-188293,Western District,Marshall Ave & Prior,2,No,30,Municipal Aid Street,,Yes,Driver,,,,,55,Male,St. Paul,55105,33,Male,St. Paul,55104,,,,No,None,No,"(44.948398, -93.182717)",1,17,4
Bike,Yes,09/15/2016 03:05:00 PM,16-188440,Western District,Snelling & Shields,2,No,30,City Street,,No,None,,,,,58,Male,Minneapolis,55407,61,Female,"Hudson, WI",54016,,,,No,None,No,"(44.954045, -93.1669)",1,17,7
Bike,Yes,09/17/2016 07:52:00 PM,16-190244,Central District,Isabel St E & Wabasha St S,2,No,30,Municipal Aid Street,,Yes,Biker,,,,,25,Male,St. Paul,55101,33,Male,Minneapolis,55404,,,,Yes,Suspected Minor Injury,Yes,"(44.933075, -93.084397)",1,7,5
Bike,Yes,09/18/2016 02:49:00 PM,16-190801,Western District,Summit Ave & Victoria St,2,Yes,30,Municipal Aid Street,,Yes,Driver,,,,,48,Male,St. Paul,55102,35,Male,St. Paul,55104,,,,No,None,No,"(44.941357, -93.136427)",1,8,5
Bike,Yes,09/19/2016 06:26:00 PM,16-191728,Western District,Ford Pkwy & Mt Curve,4,No,30,County - State Aid Highway,,Yes,Driver,,,,,49,Female,Minneapolis,55406,43,Female,St. Paul,55116,,,,Yes,Suspected Minor Injury,No,"(44.917855, -93.195583)",1,6,6
Bike,Yes,09/20/2016 07:16:00 AM,16-192062,Western District,Mississippi River Blvd & Marshall Ave,4,No,30,County - State Aid Highway,,Yes,Driver,,,,,48,Male,St. Paul,55104,24,Female,Apple Valley,55124,,,,Yes,Suspected Minor Injury,Yes,"(44.948389, -93.199397)",1,17,4
Pedestrian,Yes,09/20/2016 03:08:00 PM,16-041785,Transit,University Ave W & Lexington Pkwy,5,Yes,30,County - State Aid Highway,,No,None,22,Female,St. Paul,55104,,,,,45,Male,Minneapolis,55411,Yes,Suspected Minor Injury,Yes,,,,"(44.955656, -93.14655)",1,9,7
Pedestrian,Yes,09/22/2016 06:31:00 AM,16-193557,Central District,Rice St N & Arlington Ave,4,Yes,30,County - State Aid Highway,,No,None,37,Female,St. Paul,55117,,,,,27,Female,St. Paul,55117,Yes,Possible Injury,Yes,,,,"(44.984586, -93.105864)",1,3,3
Pedestrian,Yes,09/23/2016 07:14:00 PM,16-194822,Eastern District,Maryland Ave E & Forest Street,4,Yes,30,County - State Aid Highway,,No,None,68,Female,St. Paul,55106,,,,,18,Male,Stillwater,55082,No,None,No,,,,"(44.977684, -93.059036)",1,13,1
Bike,Yes,09/25/2016 03:39:00 PM,16-196119,Western District,Lexington Pkwy N & University Ave W,5,No,30,County - State Aid Highway,,No,None,,,,,26,Male,St. Paul,55101,80,Female,St. Paul,55103,,,,Yes,Possible Injury,Yes,"(44.955656, -93.14655)",1,9,7
Pedestrian,Yes,09/26/2016 04:26:00 PM,16-196856,Western District,Cretin Ave S & Summit Ave,4,Yes,30,Municipal Aid Street,,Yes,Driver,25,Male,Burnsville,55337,,,,,36,Female,St. Paul,55105,Yes,Suspected Minor Injury,No,,,,"(44.941335, -93.192453)",1,5,4
Pedestrian,No,09/27/2016 08:30:00 AM,NO CN,Central District,7th St W & Albion Ave,5,Yes,30,State - Trunk Highway,,No,None,,Female,St. Paul,Unknown,,,,,,Unknown,Unknown,Unknown,No,None,No,,,,"(44.915033, -93.14745)",1,6,6
Pedestrian,Yes,09/29/2016 03:56:00 PM,16-199185,Western District,Grand Ave & Saratoga St,3,No,30,Municipal Aid Street,,No,None,69,Female,St. Paul,55102,,,,,26,Female,St. Paul,55104,Yes,Suspected Serious Injury,Yes,,,,"(44.94026, -93.164641)",1,5,6
Pedestrian,Yes,10/02/2016 11:05:00 AM,16-201547,Western District,Dale St N & University Ave W,5,Yes,30,County - State Aid Highway,,Yes,Pedestrian,21,Male,St. Paul,55103,,,,,33,Male,Burnsville,55337,Yes,Suspected Minor Injury,No,,,,"(44.95597, -93.127475)",1,10,7
Pedestrian,Yes,10/03/2016 11:14:00 AM,16-202298,Western District,University Ave W & Wheeler St,4,No,30,County - State Aid Highway,,No,None,22,Female,St. Paul,55104,,,,,52,Female,Monticello,55362,Yes,Suspected Minor Injury,Yes,,,,"(44.955591, -93.174631)",1,17,4
Pedestrian,Yes,09/25/2017 03:32:00 PM,17-227229,Eastern District,3rd St E & Tell,2,No,30,Municipal State Aid,The vehicle was traveling eastbound in traffic when a pedestrian ran into his car from the south. The pedestrian hit the front passenger fender and passenger side mirror.,No,None,10,Male,St. Paul,55106,,,,,62,Male,St. Paul,55106,Yes,Suspected Serious Injury,Yes,,,,"(44.95673598, -93.05520141)",1,15,2
Pedestrian,Yes,10/06/2016 08:47:00 PM,16-205335,Eastern District,York and Desoto,Private,No,10,Private Parking Lot,,No,None,29,Female,Savage,55378,,,,,19,Male,St. Paul,55117,Yes,Possible Injury,Yes,,,,"(44.968776, -93.080973)",1,13,3
Pedestrian,No,10/18/2016 04:14:00 PM,16-214545,Central District,7th St E & Wall St,5,Yes,30,State - Trunk Highway,Ped was crossing where posted no crossing and walked into a vehicle  No injuries.,No,None,62,Male,St. Paul,55101,,,,,41,Female,Cannon Falls,55009,No,None,No,,,,"(44.951457, -93.087417)",1,12,5
Bike,No,10/18/2016 05:45:00 PM,16-214646,Central District,Randolph Ave & View St,2,No,30,County - State Aid Highway,Unknown - no report,No,None,,,,,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,No,None,No,"(44.926875, -93.133102)",1,11,5
Bike,No,10/19/2016 08:30:00 AM,16-216359,Central District,Snelling Ave S & Ford Pkwy,4,Yes,30,State - Trunk Highway,"No report: Bike riding SB Snelling, vehicle NB made left and struck bike at Ford Pkwy.  No injuries, bike totaled.",No,None,,,,,14,Male,St. Paul,55116,65,Male,Unknown,Unknown,,,,No,None,No,"(44.917929, -93.16703)",1,6,6
Bike,Yes,10/19/2016 05:59:00 PM,16-215616,Central District,Robert St N & 12th Street,2,No,30,County - State Aid Highway,Unknown - bike hit by car,No,None,,,,,55,Male,St. Paul,55101,,Unknown,Unknown,Unknown,,,,Yes,Suspected Minor Injury,Yes,"(44.953252, -93.096845)",1,12,5
Ped2,,02/13/2018 04:01:01 PM,18-031334,,,,,,,2nd pedestrian from this crash,,,53,Female,St. Paul,55104,,,,,,,,,Yes,Suspected Minor Injury,No,,,,,1,,
Pedestrian,No,10/24/2016 10:36:00 AM,16-218831,Western District,Grand Ave & Hamline Ave S,3,Yes,30,Municipal Aid Street,Unknown - no report,No,None,,Unknown,Unknown,Unknown,,,,,,Unknown,Unknown,Unknown,,,,,,,"(44.940035, -93.156826)",1,5,6
Pedestrian,Yes,10/26/2016 06:42:00 AM,16-220286,Central District,7th St E & Wall St,5,Yes,30,State - Trunk Highway,"Ped crossing 7th Street.  Vehicle NB Wall at 7, making left turn.  Driver did not see ped and struck ped who was in crosswalk and had a walk sign.",Yes,Driver,67,Male,Stillwater,55082,,,,,47,Male,St. Paul,55106,Yes,Possible Injury,Yes,,,,"(44.951457, -93.087417)",1,12,5
Bike,No,10/26/2016 05:18:00 PM,16-220683,Western District,Lexington Pkwy & Charles Ave,4,No,30,County - State Aid Highway,"Unknown, no report",No,None,,,,,37,Male,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,Yes,Suspected Minor Injury,No,"(44.957545, -93.146542)",1,10,7
Pedestrian,Yes,10/26/2016 06:51:00 PM,16-220774,Western District,Chatsworth St N & Aurora,2,No,30,City Street,"Driver tried to turn on windshield wipers, but placed vehicle into reverse and struck a pedestrian.  Driver cited for FTY.",Yes,Driver,38,Female,St. Paul,55104,,,,,21,Male,St. Paul,55101,Yes,Suspected Minor Injury,Yes,,,,"(44.954829, -93.141553)",1,9,7
Pedestrian,Yes,10/27/2016 06:18:00 PM,16-221580,Eastern District,3rd St E & Kennard St,2,No,30,Municipal Aid Street,"pedestrian was crossing the street, mid block, after stepping out from between 2 parked cars and was struck by vehicle.",No,None,23,Male,St. Paul,55106,,,,,31,Female,Apple Valley,55124,Yes,Suspected Minor Injury,No,,,,"(44.956606, -93.03094)",1,16,2
Pedestrian,Yes,10/28/2016 11:31:00 PM,16-222662,Central District,I35E Fwy & Randolph,4,Yes,30,County - State Aid Highway,"Vehicle WB Randolph, making left to SB 35E.  Ped WB Randolph on S sidewalk/x-walk.",No,None,38,Male,St. Paul,55102,,,,,26,Male,St. Paul,55107,Yes,Suspected Minor Injury,Yes,,,,"(44.92679, -93.142018)",1,11,5
Bike,Yes,11/01/2016 07:46:00 PM,16-225437,Western District,Snelling & Sherburne,4,No,30,State - Trunk Highway,"Bike was NB Snelling in crosswalk at Sherburne.  Vehicle WB Sherburne to NB Snelling, struck biker and fled scene.",No,None,,,,,63,Male,St. Paul,55104,,Unknown,Unknown,Unknown,,,,Yes,Possible Injury,Yes,"(44.956561, -93.167073)",1,4,4
Pedestrian,No,11/08/2016 02:59:00 PM,16-230148,Eastern District,White Bear Ave N & Suburban,4,Yes,30,County - State Aid Highway,"Vehicle made left turn, striking pedestrian who was crossing legally in a marked x-walk.  Driver cited",Yes,Driver,37,Female,St. Paul,55119,,,,,37,Female,St. Paul,55106,Yes,Suspected Minor Injury,Yes,,,,"(44.949685, -93.025222)",1,16,2
